"Notes"	"State"	"State Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Alabama"	"01"	"Ileus, unspecified"	"K56.7"	10	4921532	Unreliable
	"Alabama"	"01"	"Diverticular disease of intestine, part unspecified, with perforation and abscess"	"K57.8"	13	4921532	Unreliable
	"Alabama"	"01"	"Diverticular disease of intestine, part unspecified, without perforation or abscess"	"K57.9"	16	4921532	Unreliable
	"Alabama"	"01"	"Perforation of intestine (nontraumatic)"	"K63.1"	67	4921532	1.4
	"Alabama"	"01"	"Disease of intestine, unspecified"	"K63.9"	11	4921532	Unreliable
	"Alabama"	"01"	"Acute peritonitis"	"K65.0"	14	4921532	Unreliable
	"Alabama"	"01"	"Alcoholic hepatitis"	"K70.1"	37	4921532	0.8
	"Alabama"	"01"	"Alcoholic cirrhosis of liver"	"K70.3"	289	4921532	5.9
	"Alabama"	"01"	"Alcoholic hepatic failure"	"K70.4"	20	4921532	0.4
	"Alabama"	"01"	"Alcoholic liver disease, unspecified"	"K70.9"	25	4921532	0.5
	"Alabama"	"01"	"Acute and subacute hepatic failure"	"K72.0"	25	4921532	0.5
	"Alabama"	"01"	"Hepatic failure, unspecified"	"K72.9"	135	4921532	2.7
	"Alabama"	"01"	"Other and unspecified cirrhosis of liver"	"K74.6"	582	4921532	11.8
	"Alabama"	"01"	"Fatty (change of) liver, not elsewhere classified"	"K76.0"	46	4921532	0.9
	"Alabama"	"01"	"Hepatorenal syndrome"	"K76.7"	14	4921532	Unreliable
	"Alabama"	"01"	"Liver disease, unspecified"	"K76.9"	60	4921532	1.2
	"Alabama"	"01"	"Calculus of gallbladder without cholecystitis"	"K80.2"	12	4921532	Unreliable
	"Alabama"	"01"	"Acute cholecystitis"	"K81.0"	18	4921532	Unreliable
	"Alabama"	"01"	"Cholecystitis, unspecified"	"K81.9"	20	4921532	0.4
	"Alabama"	"01"	"Cholangitis"	"K83.0"	11	4921532	Unreliable
	"Alabama"	"01"	"Acute pancreatitis, unspecified"	"K85.9"	53	4921532	1.1
	"Alabama"	"01"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	201	4921532	4.1
	"Alabama"	"01"	"Cellulitis of other parts of limb"	"L03.1"	12	4921532	Unreliable
	"Alabama"	"01"	"Cellulitis, unspecified"	"L03.9"	13	4921532	Unreliable
	"Alabama"	"01"	"Local infection of skin and subcutaneous tissue, unspecified"	"L08.9"	16	4921532	Unreliable
	"Alabama"	"01"	"Decubitus ulcer and pressure area, unspecified"	"L89.9"	36	4921532	0.7
	"Alabama"	"01"	"Discoid lupus erythematosus"	"L93.0"	12	4921532	Unreliable
	"Alabama"	"01"	"Rheumatoid arthritis, unspecified"	"M06.9"	24	4921532	0.5
	"Alabama"	"01"	"Systemic lupus erythematosus with organ or system involvement"	"M32.1"	33	4921532	0.7
	"Alabama"	"01"	"Muscle wasting and atrophy, not elsewhere classified"	"M62.5"	101	4921532	2.1
	"Alabama"	"01"	"Other specified disorders of muscle"	"M62.8"	11	4921532	Unreliable
	"Alabama"	"01"	"Necrotizing fasciitis"	"M72.6"	25	4921532	0.5
	"Alabama"	"01"	"Osteomyelitis, unspecified"	"M86.9"	35	4921532	0.7
	"Alabama"	"01"	"Tubulo-interstitial nephritis, not specified as acute or chronic"	"N12"	20	4921532	0.4
	"Alabama"	"01"	"Acute renal failure, unspecified"	"N17.9"	146	4921532	3.0
	"Alabama"	"01"	"Chronic kidney disease, stage 3"	"N18.3"	12	4921532	Unreliable
	"Alabama"	"01"	"Chronic kidney disease, stage 4"	"N18.4"	21	4921532	0.4
	"Alabama"	"01"	"Chronic kidney disease, stage 5"	"N18.5"	527	4921532	10.7
	"Alabama"	"01"	"Chronic renal failure, unspecified"	"N18.9"	153	4921532	3.1
	"Alabama"	"01"	"Unspecified renal failure"	"N19"	207	4921532	4.2
	"Alabama"	"01"	"Other specified disorders of kidney and ureter"	"N28.8"	112	4921532	2.3
	"Alabama"	"01"	"Disorder of kidney and ureter, unspecified"	"N28.9"	185	4921532	3.8
	"Alabama"	"01"	"Urinary tract infection, site not specified"	"N39.0"	268	4921532	5.4
	"Alabama"	"01"	"Hyperplasia of prostate"	"N40"	10	4921532	Unreliable
	"Alabama"	"01"	"Other specified pregnancy-related conditions"	"O26.8"	12	4921532	Unreliable
	"Alabama"	"01"	"Extreme immaturity"	"P07.2"	49	4921532	1.0
	"Alabama"	"01"	"Other preterm infants"	"P07.3"	20	4921532	0.4
	"Alabama"	"01"	"Respiratory distress syndrome of newborn"	"P22.0"	12	4921532	Unreliable
	"Alabama"	"01"	"Bacterial sepsis of newborn, unspecified"	"P36.9"	10	4921532	Unreliable
	"Alabama"	"01"	"Congenital malformation of heart, unspecified"	"Q24.9"	14	4921532	Unreliable
	"Alabama"	"01"	"Multiple congenital malformations, not elsewhere classified"	"Q89.7"	10	4921532	Unreliable
	"Alabama"	"01"	"Down syndrome, unspecified"	"Q90.9"	22	4921532	0.4
	"Alabama"	"01"	"Dyspnoea"	"R06.0"	19	4921532	Unreliable
	"Alabama"	"01"	"Other and unspecified abnormalities of breathing"	"R06.8"	11	4921532	Unreliable
	"Alabama"	"01"	"Asphyxia"	"R09.0"	21	4921532	0.4
	"Alabama"	"01"	"Respiratory arrest"	"R09.2"	93	4921532	1.9
	"Alabama"	"01"	"Senility"	"R54"	27	4921532	0.5
	"Alabama"	"01"	"Other and unspecified convulsions"	"R56.8"	41	4921532	0.8
	"Alabama"	"01"	"Cardiogenic shock"	"R57.0"	34	4921532	0.7
	"Alabama"	"01"	"Shock, unspecified"	"R57.9"	17	4921532	Unreliable
	"Alabama"	"01"	"Haemorrhage, not elsewhere classified"	"R58"	18	4921532	Unreliable
	"Alabama"	"01"	"Other lack of expected normal physiological development"	"R62.8"	89	4921532	1.8
	"Alabama"	"01"	"Abnormal weight loss"	"R63.4"	16	4921532	Unreliable
	"Alabama"	"01"	"Other specified general symptoms and signs"	"R68.8"	71	4921532	1.4
	"Alabama"	"01"	"Abnormal findings on diagnostic imaging of lung"	"R91"	19	4921532	Unreliable
	"Alabama"	"01"	"Sudden infant death syndrome - SIDS"	"R95"	43	4921532	0.9
	"Alabama"	"01"	"Instantaneous death"	"R96.0"	13	4921532	Unreliable
	"Alabama"	"01"	"Other ill-defined and unspecified causes of mortality"	"R99"	536	4921532	10.9
	"Alabama"	"01"	"COVID-19"	"U07.1"	6544	4921532	133.0
	"Alabama"	"01"	"Pedestrian injured in collision with car, pick-up truck or van, traffic accident"	"V03.1"	31	4921532	0.6
	"Alabama"	"01"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	74	4921532	1.5
	"Alabama"	"01"	"Driver injured in collision with other and unspecified motor vehicles in traffic accident"	"V29.4"	12	4921532	Unreliable
	"Alabama"	"01"	"Motorcycle rider [any] injured in unspecified traffic accident"	"V29.9"	23	4921532	0.5
	"Alabama"	"01"	"Car occupant injured in collision with car, pick-up truck or van, driver injured in traffic accident"	"V43.5"	24	4921532	0.5
	"Alabama"	"01"	"Car occupant injured in collision with car, pick-up truck or van, passenger injured in traffic accident"	"V43.6"	12	4921532	Unreliable
	"Alabama"	"01"	"Car occupant injured in collision with fixed or stationary object, driver injured in traffic accident"	"V47.5"	20	4921532	0.4
	"Alabama"	"01"	"Car occupant injured in noncollision transport accident, driver injured in traffic accident"	"V48.5"	12	4921532	Unreliable
	"Alabama"	"01"	"Car occupant [any] injured in unspecified traffic accident"	"V49.9"	31	4921532	0.6
	"Alabama"	"01"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	186	4921532	3.8
	"Alabama"	"01"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	408	4921532	8.3
	"Alabama"	"01"	"Fall on and from stairs and steps"	"W10"	21	4921532	0.4
	"Alabama"	"01"	"Fall from, out of or through building or structure"	"W13"	11	4921532	Unreliable
	"Alabama"	"01"	"Other fall on same level"	"W18"	88	4921532	1.8
	"Alabama"	"01"	"Unspecified fall"	"W19"	153	4921532	3.1
	"Alabama"	"01"	"Struck by thrown, projected or falling object"	"W20"	21	4921532	0.4
	"Alabama"	"01"	"Discharge from other and unspecified firearms"	"W34"	15	4921532	Unreliable
	"Alabama"	"01"	"Drowning and submersion while in natural water"	"W69"	31	4921532	0.6
	"Alabama"	"01"	"Unspecified drowning and submersion"	"W74"	12	4921532	Unreliable
	"Alabama"	"01"	"Accidental suffocation and strangulation in bed"	"W75"	18	4921532	Unreliable
	"Alabama"	"01"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	17	4921532	Unreliable
	"Alabama"	"01"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	57	4921532	1.2
	"Alabama"	"01"	"Exposure to uncontrolled fire in building or structure"	"X00"	81	4921532	1.6
	"Alabama"	"01"	"Exposure to unspecified smoke, fire and flames"	"X09"	18	4921532	Unreliable
	"Alabama"	"01"	"Exposure to excessive natural heat"	"X30"	14	4921532	Unreliable
	"Alabama"	"01"	"Exposure to excessive natural cold"	"X31"	10	4921532	Unreliable
	"Alabama"	"01"	"Victim of cataclysmic storm"	"X37"	11	4921532	Unreliable
	"Alabama"	"01"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	131	4921532	2.7
	"Alabama"	"01"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	414	4921532	8.4
	"Alabama"	"01"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	413	4921532	8.4
	"Alabama"	"01"	"Accidental poisoning by and exposure to alcohol"	"X45"	44	4921532	0.9
	"Alabama"	"01"	"Accidental poisoning by and exposure to other gases and vapours"	"X47"	15	4921532	Unreliable
	"Alabama"	"01"	"Exposure to unspecified factor causing fracture"	"X59.0"	88	4921532	1.8
	"Alabama"	"01"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	164	4921532	3.3
	"Alabama"	"01"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	27	4921532	0.5
	"Alabama"	"01"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	177	4921532	3.6
	"Alabama"	"01"	"Intentional self-harm by handgun discharge"	"X72"	95	4921532	1.9
	"Alabama"	"01"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	29	4921532	0.6
	"Alabama"	"01"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	418	4921532	8.5
	"Alabama"	"01"	"Assault by handgun discharge"	"X93"	87	4921532	1.8
	"Alabama"	"01"	"Assault by rifle, shotgun and larger firearm discharge"	"X94"	15	4921532	Unreliable
	"Alabama"	"01"	"Assault by other and unspecified firearm discharge"	"X95"	462	4921532	9.4
	"Alabama"	"01"	"Assault by sharp object"	"X99"	40	4921532	0.8
	"Alabama"	"01"	"Assault by unspecified means"	"Y09"	21	4921532	0.4
	"Alabama"	"01"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	12	4921532	Unreliable
	"Alabama"	"01"	"Unspecified event, undetermined intent"	"Y34"	12	4921532	Unreliable
	"Alabama"	"01"	"Surgical operation with implant of artificial internal device"	"Y83.1"	10	4921532	Unreliable
	"Alabama"	"01"	"Surgical operation with anastomosis, bypass or graft"	"Y83.2"	10	4921532	Unreliable
	"Alabama"	"01"	"Surgical procedure, unspecified"	"Y83.9"	14	4921532	Unreliable
	"Alabama"	"01"	"Sequelae of other accidents"	"Y86"	11	4921532	Unreliable
	"Alaska"	"02"	"Septicaemia, unspecified"	"A41.9"	61	731158	8.3
	"Alaska"	"02"	"Chronic viral hepatitis C"	"B18.2"	10	731158	Unreliable
	"Alaska"	"02"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	21	731158	2.9
	"Alaska"	"02"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	28	731158	3.8
	"Alaska"	"02"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	69	731158	9.4
	"Alaska"	"02"	"Malignant neoplasm of rectosigmoid junction"	"C19"	14	731158	Unreliable
	"Alaska"	"02"	"Malignant neoplasm of rectum"	"C20"	21	731158	2.9
	"Alaska"	"02"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	28	731158	3.8
	"Alaska"	"02"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	18	731158	Unreliable
	"Alaska"	"02"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	87	731158	11.9
	"Alaska"	"02"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	238	731158	32.6
	"Alaska"	"02"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	14	731158	Unreliable
	"Alaska"	"02"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	60	731158	8.2
	"Alaska"	"02"	"Endometrium - Malignant neoplasms"	"C54.1"	11	731158	Unreliable
	"Alaska"	"02"	"Malignant neoplasm of ovary"	"C56"	14	731158	Unreliable
	"Alaska"	"02"	"Malignant neoplasm of prostate"	"C61"	49	731158	6.7
	"Alaska"	"02"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	25	731158	3.4
	"Alaska"	"02"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	19	731158	Unreliable
	"Alaska"	"02"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	25	731158	3.4
	"Alaska"	"02"	"Malignant neoplasm without specification of site"	"C80"	83	731158	11.4
	"Alaska"	"02"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	12	731158	Unreliable
	"Alaska"	"02"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	15	731158	Unreliable
	"Alaska"	"02"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	28	731158	3.8
	"Alaska"	"02"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	41	731158	5.6
	"Alaska"	"02"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	23	731158	3.1
	"Alaska"	"02"	"Unspecified diabetes mellitus, without complications"	"E14.9"	49	731158	6.7
	"Alaska"	"02"	"Unspecified severe protein-energy malnutrition"	"E43"	17	731158	Unreliable
	"Alaska"	"02"	"Unspecified protein-energy malnutrition"	"E46"	11	731158	Unreliable
	"Alaska"	"02"	"Hyperlipidaemia, unspecified"	"E78.5"	22	731158	3.0
	"Alaska"	"02"	"Vascular dementia, unspecified"	"F01.9"	32	731158	4.4
	"Alaska"	"02"	"Unspecified dementia"	"F03"	163	731158	22.3
	"Alaska"	"02"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	25	731158	3.4
	"Alaska"	"02"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	27	731158	3.7
	"Alaska"	"02"	"Motor neuron disease"	"G12.2"	12	731158	Unreliable
	"Alaska"	"02"	"Parkinson disease"	"G20"	47	731158	6.4
	"Alaska"	"02"	"Alzheimer disease, unspecified"	"G30.9"	134	731158	18.3
	"Alaska"	"02"	"Anoxic brain damage, not elsewhere classified"	"G93.1"	23	731158	3.1
	"Alaska"	"02"	"Essential (primary) hypertension"	"I10"	37	731158	5.1
	"Alaska"	"02"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	19	731158	Unreliable
	"Alaska"	"02"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	35	731158	4.8
	"Alaska"	"02"	"Hypertensive renal disease with renal failure"	"I12.0"	17	731158	Unreliable
	"Alaska"	"02"	"Acute subendocardial myocardial infarction"	"I21.4"	15	731158	Unreliable
	"Alaska"	"02"	"Acute myocardial infarction, unspecified"	"I21.9"	97	731158	13.3
	"Alaska"	"02"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	205	731158	28.0
	"Alaska"	"02"	"Atherosclerotic heart disease"	"I25.1"	169	731158	23.1
	"Alaska"	"02"	"Ischaemic cardiomyopathy"	"I25.5"	10	731158	Unreliable
	"Alaska"	"02"	"Other secondary pulmonary hypertension"	"I27.2"	15	731158	Unreliable
	"Alaska"	"02"	"Aortic (valve) stenosis"	"I35.0"	31	731158	4.2
	"Alaska"	"02"	"Alcoholic cardiomyopathy"	"I42.6"	11	731158	Unreliable
	"Alaska"	"02"	"Cardiomyopathy, unspecified"	"I42.9"	24	731158	3.3
	"Alaska"	"02"	"Cardiac arrest, unspecified"	"I46.9"	53	731158	7.2
	"Alaska"	"02"	"Atrial fibrillation and flutter"	"I48"	51	731158	7.0
	"Alaska"	"02"	"Congestive heart failure"	"I50.0"	45	731158	6.2
	"Alaska"	"02"	"Heart failure, unspecified"	"I50.9"	29	731158	4.0
	"Alaska"	"02"	"Cardiovascular disease, unspecified"	"I51.6"	10	731158	Unreliable
	"Alaska"	"02"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	10	731158	Unreliable
	"Alaska"	"02"	"Intracerebral haemorrhage, unspecified"	"I61.9"	22	731158	3.0
	"Alaska"	"02"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	21	731158	2.9
	"Alaska"	"02"	"Cerebral infarction, unspecified"	"I63.9"	10	731158	Unreliable
	"Alaska"	"02"	"Stroke, not specified as haemorrhage or infarction"	"I64"	95	731158	13.0
	"Alaska"	"02"	"Sequelae of stroke, not specified as haemorrhage or infarction"	"I69.4"	13	731158	Unreliable
	"Alaska"	"02"	"Sequelae of other and unspecified cerebrovascular diseases"	"I69.8"	12	731158	Unreliable
	"Alaska"	"02"	"Peripheral vascular disease, unspecified"	"I73.9"	12	731158	Unreliable
	"Alaska"	"02"	"Pneumonia, unspecified"	"J18.9"	30	731158	4.1
	"Alaska"	"02"	"Emphysema, unspecified"	"J43.9"	11	731158	Unreliable
	"Alaska"	"02"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	10	731158	Unreliable
	"Alaska"	"02"	"Chronic obstructive pulmonary disease with acute exacerbation, unspecified"	"J44.1"	13	731158	Unreliable
	"Alaska"	"02"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	151	731158	20.7
	"Alaska"	"02"	"Pneumonitis due to food and vomit"	"J69.0"	28	731158	3.8
	"Alaska"	"02"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	18	731158	Unreliable
	"Alaska"	"02"	"Interstitial pulmonary disease, unspecified"	"J84.9"	10	731158	Unreliable
	"Alaska"	"02"	"Alcoholic fatty liver"	"K70.0"	37	731158	5.1
	"Alaska"	"02"	"Alcoholic hepatitis"	"K70.1"	25	731158	3.4
	"Alaska"	"02"	"Alcoholic cirrhosis of liver"	"K70.3"	49	731158	6.7
	"Alaska"	"02"	"Alcoholic hepatic failure"	"K70.4"	16	731158	Unreliable
	"Alaska"	"02"	"Alcoholic liver disease, unspecified"	"K70.9"	12	731158	Unreliable
	"Alaska"	"02"	"Hepatic failure, unspecified"	"K72.9"	13	731158	Unreliable
	"Alaska"	"02"	"Other and unspecified cirrhosis of liver"	"K74.6"	24	731158	3.3
	"Alaska"	"02"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	21	731158	2.9
	"Alaska"	"02"	"Chronic kidney disease, stage 5"	"N18.5"	35	731158	4.8
	"Alaska"	"02"	"Chronic renal failure, unspecified"	"N18.9"	11	731158	Unreliable
	"Alaska"	"02"	"Unspecified renal failure"	"N19"	11	731158	Unreliable
	"Alaska"	"02"	"Other specified disorders of kidney and ureter"	"N28.8"	10	731158	Unreliable
	"Alaska"	"02"	"Sudden infant death syndrome - SIDS"	"R95"	12	731158	Unreliable
	"Alaska"	"02"	"Other ill-defined and unspecified causes of mortality"	"R99"	14	731158	Unreliable
	"Alaska"	"02"	"COVID-19"	"U07.1"	230	731158	31.5
	"Alaska"	"02"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	15	731158	Unreliable
	"Alaska"	"02"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	17	731158	Unreliable
	"Alaska"	"02"	"Other fall on same level"	"W18"	48	731158	6.6
	"Alaska"	"02"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	11	731158	Unreliable
	"Alaska"	"02"	"Exposure to uncontrolled fire in building or structure"	"X00"	15	731158	Unreliable
	"Alaska"	"02"	"Exposure to excessive natural cold"	"X31"	22	731158	3.0
	"Alaska"	"02"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	23	731158	3.1
	"Alaska"	"02"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	54	731158	7.4
	"Alaska"	"02"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	63	731158	8.6
	"Alaska"	"02"	"Accidental poisoning by and exposure to alcohol"	"X45"	29	731158	4.0
	"Alaska"	"02"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	50	731158	6.8
	"Alaska"	"02"	"Intentional self-harm by handgun discharge"	"X72"	29	731158	4.0
	"Alaska"	"02"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	12	731158	Unreliable
	"Alaska"	"02"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	92	731158	12.6
	"Alaska"	"02"	"Assault by other and unspecified firearm discharge"	"X95"	24	731158	3.3
	"Alaska"	"02"	"Assault by sharp object"	"X99"	10	731158	Unreliable
	"Arizona"	"04"	"Enterocolitis due to Clostridium difficile"	"A04.7"	116	7421401	1.6
	"Arizona"	"04"	"Other and unspecified gastroenteritis and colitis of infectious origin"	"A09.0"	14	7421401	Unreliable
	"Arizona"	"04"	"Gastroenteritis and colitis of unspecified origin"	"A09.9"	71	7421401	1.0
	"Arizona"	"04"	"Pulmonary mycobacterial infection"	"A31.0"	10	7421401	Unreliable
	"Arizona"	"04"	"Septicaemia due to Staphylococcus aureus"	"A41.0"	15	7421401	Unreliable
	"Arizona"	"04"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	21	7421401	0.3
	"Arizona"	"04"	"Septicaemia, unspecified"	"A41.9"	377	7421401	5.1
	"Arizona"	"04"	"Staphylococcal infection, unspecified"	"A49.0"	45	7421401	0.6
	"Arizona"	"04"	"Streptococcal infection, unspecified"	"A49.1"	10	7421401	Unreliable
	"Arizona"	"04"	"Other bacterial infections of unspecified site"	"A49.8"	16	7421401	Unreliable
	"Arizona"	"04"	"Bacterial infection, unspecified"	"A49.9"	37	7421401	0.5
	"Arizona"	"04"	"Chronic viral hepatitis C"	"B18.2"	86	7421401	1.2
	"Arizona"	"04"	"HIV disease resulting in multiple infections"	"B20.7"	13	7421401	Unreliable
	"Arizona"	"04"	"HIV disease resulting in other specified conditions"	"B23.8"	16	7421401	Unreliable
	"Arizona"	"04"	"Unspecified human immunodeficiency virus [HIV] disease"	"B24"	13	7421401	Unreliable
